date,address,latitude,longitude,bph
2014-01-01,Chai Nat Rice Seed Center 2,14.897,100.345,2
2014-01-02,Chai Nat Rice Seed Center 2,14.897,100.345,1
2014-01-03,Chai Nat Rice Seed Center 2,14.897,100.345,6
2014-01-04,Chai Nat Rice Seed Center 2,14.897,100.345,1
2014-01-05,Chai Nat Rice Seed Center 2,14.897,100.345,5
2014-01-06,Chai Nat Rice Seed Center 2,14.897,100.345,3
2014-01-07,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-08,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-09,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-10,Chai Nat Rice Seed Center 2,14.897,100.345,1
2014-01-11,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-12,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-13,Chai Nat Rice Seed Center 2,14.897,100.345,1
2014-01-14,Chai Nat Rice Seed Center 2,14.897,100.345,2
2014-01-15,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-16,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-17,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-18,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-19,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-20,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-21,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-22,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-23,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-01-24,Chai Nat Rice Seed Center 2,14.897,100.345,1
2014-01-25,Chai Nat Rice Seed Center 2,14.897,100.345,2
2014-01-26,Chai Nat Rice Seed Center 2,14.897,100.345,1
2014-01-27,Chai Nat Rice Seed Center 2,14.897,100.345,8
2014-01-28,Chai Nat Rice Seed Center 2,14.897,100.345,72
2014-01-29,Chai Nat Rice Seed Center 2,14.897,100.345,81
2014-01-30,Chai Nat Rice Seed Center 2,14.897,100.345,97
2014-01-31,Chai Nat Rice Seed Center 2,14.897,100.345,13
2014-02-01,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-02-02,Chai Nat Rice Seed Center 2,14.897,100.345,106
2014-02-03,Chai Nat Rice Seed Center 2,14.897,100.345,42
2014-02-04,Chai Nat Rice Seed Center 2,14.897,100.345,20
2014-02-05,Chai Nat Rice Seed Center 2,14.897,100.345,160
2014-02-06,Chai Nat Rice Seed Center 2,14.897,100.345,700
2014-02-07,Chai Nat Rice Seed Center 2,14.897,100.345,17
2014-02-08,Chai Nat Rice Seed Center 2,14.897,100.345,116
2014-02-09,Chai Nat Rice Seed Center 2,14.897,100.345,112
2014-02-10,Chai Nat Rice Seed Center 2,14.897,100.345,186
2014-02-11,Chai Nat Rice Seed Center 2,14.897,100.345,15
2014-02-12,Chai Nat Rice Seed Center 2,14.897,100.345,1
2014-02-13,Chai Nat Rice Seed Center 2,14.897,100.345,10
2014-02-14,Chai Nat Rice Seed Center 2,14.897,100.345,9
2014-02-15,Chai Nat Rice Seed Center 2,14.897,100.345,15
2014-02-16,Chai Nat Rice Seed Center 2,14.897,100.345,7
2014-02-17,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-02-18,Chai Nat Rice Seed Center 2,14.897,100.345,14
2014-02-19,Chai Nat Rice Seed Center 2,14.897,100.345,155
2014-02-20,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-02-21,Chai Nat Rice Seed Center 2,14.897,100.345,0
2014-02-22,Chai Nat Rice Seed Center 2,14.897,100.345,194
