date,address,latitude,longitude,bph
2014-06-01,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-02,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-03,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-04,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-05,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-06,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-07,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-08,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-09,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-10,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-11,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-12,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-13,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-14,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-15,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-16,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-17,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-18,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-19,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-20,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-21,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-22,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-23,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-24,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-25,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-26,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-27,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-28,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-29,Khlong Luang Rice research Center,14.117,100.62,0
2014-06-30,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-01,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-02,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-03,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-04,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-05,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-06,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-07,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-08,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-09,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-10,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-11,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-12,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-13,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-14,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-15,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-16,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-17,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-18,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-19,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-20,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-21,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-22,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-23,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-24,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-25,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-26,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-27,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-28,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-29,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-30,Khlong Luang Rice research Center,14.117,100.62,0
2014-07-31,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-01,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-02,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-03,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-04,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-05,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-06,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-07,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-08,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-09,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-10,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-11,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-12,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-13,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-14,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-15,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-16,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-17,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-18,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-19,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-20,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-21,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-22,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-23,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-24,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-25,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-26,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-27,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-28,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-29,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-30,Khlong Luang Rice research Center,14.117,100.62,0
2014-08-31,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-01,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-02,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-03,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-04,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-05,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-06,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-07,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-08,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-09,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-10,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-11,Khlong Luang Rice research Center,14.117,100.62,2
2014-09-12,Khlong Luang Rice research Center,14.117,100.62,5
2014-09-13,Khlong Luang Rice research Center,14.117,100.62,12
2014-09-14,Khlong Luang Rice research Center,14.117,100.62,7
2014-09-15,Khlong Luang Rice research Center,14.117,100.62,10
2014-09-16,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-17,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-18,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-19,Khlong Luang Rice research Center,14.117,100.62,2
2014-09-20,Khlong Luang Rice research Center,14.117,100.62,0
2014-09-21,Khlong Luang Rice research Center,14.117,100.62,1
2014-09-22,Khlong Luang Rice research Center,14.117,100.62,3
2014-09-23,Khlong Luang Rice research Center,14.117,100.62,7
2014-09-24,Khlong Luang Rice research Center,14.117,100.62,5
2014-09-25,Khlong Luang Rice research Center,14.117,100.62,3
2014-09-26,Khlong Luang Rice research Center,14.117,100.62,2
2014-09-27,Khlong Luang Rice research Center,14.117,100.62,7
2014-09-28,Khlong Luang Rice research Center,14.117,100.62,5
2014-09-29,Khlong Luang Rice research Center,14.117,100.62,5
2014-09-30,Khlong Luang Rice research Center,14.117,100.62,7
2014-10-01,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-02,Khlong Luang Rice research Center,14.117,100.62,4
2014-10-03,Khlong Luang Rice research Center,14.117,100.62,6
2014-10-04,Khlong Luang Rice research Center,14.117,100.62,5
2014-10-05,Khlong Luang Rice research Center,14.117,100.62,7
2014-10-06,Khlong Luang Rice research Center,14.117,100.62,7
2014-10-07,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-08,Khlong Luang Rice research Center,14.117,100.62,2
2014-10-09,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-10,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-11,Khlong Luang Rice research Center,14.117,100.62,5
2014-10-12,Khlong Luang Rice research Center,14.117,100.62,3
2014-10-13,Khlong Luang Rice research Center,14.117,100.62,8
2014-10-14,Khlong Luang Rice research Center,14.117,100.62,3
2014-10-15,Khlong Luang Rice research Center,14.117,100.62,5
2014-10-16,Khlong Luang Rice research Center,14.117,100.62,7
2014-10-17,Khlong Luang Rice research Center,14.117,100.62,36
2014-10-18,Khlong Luang Rice research Center,14.117,100.62,12
2014-10-19,Khlong Luang Rice research Center,14.117,100.62,17
2014-10-20,Khlong Luang Rice research Center,14.117,100.62,10
2014-10-21,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-22,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-23,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-24,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-25,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-26,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-27,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-28,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-29,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-30,Khlong Luang Rice research Center,14.117,100.62,0
2014-10-31,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-01,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-02,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-03,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-04,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-05,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-06,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-07,Khlong Luang Rice research Center,14.117,100.62,3
2014-11-08,Khlong Luang Rice research Center,14.117,100.62,5
2014-11-09,Khlong Luang Rice research Center,14.117,100.62,2
2014-11-10,Khlong Luang Rice research Center,14.117,100.62,1
2014-11-11,Khlong Luang Rice research Center,14.117,100.62,2
2014-11-12,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-13,Khlong Luang Rice research Center,14.117,100.62,5
2014-11-14,Khlong Luang Rice research Center,14.117,100.62,12
2014-11-15,Khlong Luang Rice research Center,14.117,100.62,9
2014-11-16,Khlong Luang Rice research Center,14.117,100.62,10
2014-11-17,Khlong Luang Rice research Center,14.117,100.62,10
2014-11-18,Khlong Luang Rice research Center,14.117,100.62,28
2014-11-19,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-20,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-21,Khlong Luang Rice research Center,14.117,100.62,2
2014-11-22,Khlong Luang Rice research Center,14.117,100.62,5
2014-11-23,Khlong Luang Rice research Center,14.117,100.62,3
2014-11-24,Khlong Luang Rice research Center,14.117,100.62,1
2014-11-25,Khlong Luang Rice research Center,14.117,100.62,2
2014-11-26,Khlong Luang Rice research Center,14.117,100.62,0
2014-11-27,Khlong Luang Rice research Center,14.117,100.62,5
2014-11-28,Khlong Luang Rice research Center,14.117,100.62,5
2014-11-29,Khlong Luang Rice research Center,14.117,100.62,8
2014-11-30,Khlong Luang Rice research Center,14.117,100.62,7
2014-12-01,Khlong Luang Rice research Center,14.117,100.62,2
2014-12-02,Khlong Luang Rice research Center,14.117,100.62,4
2014-12-03,Khlong Luang Rice research Center,14.117,100.62,3
2014-12-04,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-05,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-06,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-07,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-08,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-09,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-10,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-11,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-12,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-13,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-14,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-15,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-16,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-17,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-18,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-19,Khlong Luang Rice research Center,14.117,100.62,0
