date,address,latitude,longitude,พันธุ์พื้นเมือง,กข-6,กข-15,ขาวดอกมะลิ-105,"สุพรรณบุรี-60,90",ราชการไวต่อแสง,ราชการไม่ไวต่อแสง,ชัยนาท-1,คลองหลวง-1,หอมสุพรรณบุรี,ปทุมธานี-1,สุพรรณบุรี-1
2015-01-01,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-26,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-29,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-30,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-10,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-11,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-12,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-17,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-21,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-22,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-23,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-24,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-25,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-26,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-27,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-02,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-03,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-04,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-05,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-06,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-07,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-08,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-09,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-10,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-11,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-12,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-13,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-14,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-15,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-16,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-17,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-18,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-21,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-25,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-26,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-27,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-28,Pathum Thani Rice research Center,14.017,100.728,0,0,0,0,0,0,0,0,0,0,0,0
