date,address,latitude,longitude,mint,maxt,temp,dew,humidity,wspd,wdir,precip
01/01/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,21.0,28.0,25.4,15.3,54.11,13.0,66.8,0.0
01/02/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,20.0,26.6,23.3,13.5,54.46,11.2,123.0,0.0
01/03/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,20.0,22.0,21.0,14.5,66.44,7.6,340.0,0.0
01/04/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,21.0,31.0,27.2,17.0,54.66,9.4,194.88,0.0
01/05/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,30.0,26.6,19.3,65.65,5.4,101.0,0.0
01/06/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,33.6,30.5,20.6,57.35,14.8,177.78,0.0
01/07/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,33.1,29.6,22.4,66.22,9.4,171.67,0.0
01/08/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,25.0,25.0,23.0,88.68,11.2,55.0,0.0
01/09/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,30.0,27.8,20.3,64.08,24.1,84.25,0.0
01/10/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,29.0,27.2,21.2,70.28,16.6,51.75,0.0
01/11/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,22.0,26.0,24.1,17.6,67.3,24.1,275.3,0.0
01/12/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,21.0,24.0,22.9,16.6,68.02,20.5,184.67,0.0
01/13/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,22.0,23.0,22.5,15.0,62.6,9.4,55.0,0.0
01/14/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,21.0,28.0,25.0,12.1,45.1,16.6,159.86,0.0
01/15/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,20.0,26.0,22.9,12.2,51.85,9.4,122.25,0.0
01/16/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,21.0,30.0,26.8,12.8,43.24,16.6,78.44,0.0
01/17/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,20.0,26.7,23.8,13.6,53.35,13.0,47.17,0.0
01/18/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,21.0,23.0,22.0,15.0,64.64,5.4,55.0,0.0
01/19/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,21.0,29.0,25.7,15.8,55.3,13.0,48.88,0.0
01/20/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,22.0,27.0,24.4,16.5,61.71,13.0,130.25,0.0
01/21/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,22.0,32.0,28.6,16.8,50.9,9.4,66.9,0.0
01/22/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,31.0,27.5,16.9,54.09,9.4,27.83,0.0
01/23/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,22.0,24.0,23.0,18.5,76.14,9.4,80.0,0.0
01/24/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,22.0,32.0,28.4,20.2,64.22,9.4,112.13,0.0
01/25/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,29.0,25.8,21.5,77.79,7.6,109.25,0.0
01/26/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,32.1,28.7,21.7,67.93,9.4,198.0,0.0
01/27/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,31.9,27.8,21.8,72.27,9.4,167.67,0.0
01/28/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,25.0,24.5,23.5,94.17,5.4,70.0,0.0
01/29/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,32.0,29.0,23.5,73.69,9.4,140.75,0.0
01/30/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,30.0,27.3,24.2,83.84,5.4,104.0,0.0
01/31/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,32.0,29.5,22.8,68.89,25.9,112.7,14.0
02/01/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,31.0,28.8,16.7,48.65,24.1,90.3,0.0
02/02/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,30.0,27.3,18.0,57.33,18.4,91.83,0.0
02/03/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,27.0,25.5,19.0,67.62,11.2,65.0,0.0
02/04/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,33.0,30.1,18.0,49.25,18.4,76.13,0.0
02/05/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,30.0,27.1,15.8,50.43,16.6,101.25,0.0
02/06/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,31.5,28.7,15.4,45.03,27.7,108.9,0.0
02/07/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,31.6,28.0,15.4,46.91,14.8,87.0,0.0
02/08/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,25.0,24.0,17.5,67.31,11.2,120.0,0.0
02/09/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,32.0,28.3,16.2,48.65,25.9,102.63,0.0
02/10/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,29.0,26.4,16.1,53.8,22.3,100.5,0.0
02/11/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,23.0,33.2,30.1,17.5,48.11,13.0,117.2,0.0
02/12/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,32.8,28.4,21.9,69.7,13.0,146.5,0.0
02/13/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,28.0,27.5,23.0,76.54,16.6,190.0,0.0
02/14/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,34.0,30.9,18.4,50.28,20.5,246.75,0.0
02/15/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,24.0,28.0,26.1,22.2,79.41,14.8,176.5,0.0
02/16/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,33.4,30.2,22.7,65.38,13.0,172.1,0.2
02/17/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,32.8,29.2,22.2,67.31,11.2,143.33,0.0
02/18/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,27.0,26.5,24.0,86.22,11.2,100.0,0.0
02/19/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,33.0,30.5,22.3,62.64,13.0,175.13,0.0
02/20/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,29.0,26.7,23.0,80.25,11.2,160.5,0.0
02/21/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,33.1,29.6,22.9,68.89,20.5,173.0,0.0
02/22/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,33.0,29.8,22.9,67.75,16.6,134.5,0.0
02/23/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,28.0,26.5,23.5,83.8,13.0,135.0,0.0
02/24/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,35.0,31.5,22.5,60.37,14.8,198.38,0.0
02/25/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,33.0,29.7,22.9,68.6,16.6,185.0,0.0
02/26/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,35.2,32.7,21.7,53.42,18.4,175.1,0.0
02/27/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,34.6,31.7,23.1,61.77,18.4,146.0,0.0
02/28/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,30.0,29.0,24.5,77.04,9.4,130.0,0.0
03/01/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,35.8,32.9,23.9,60.62,13.0,170.5,0.0
03/02/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,30.4,27.3,24.6,85.5,16.6,118.33,4.01
03/03/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,30.0,29.0,24.5,77.04,22.3,185.0,0.0
03/04/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,35.4,32.2,24.0,63.22,13.0,161.75,0.0
03/05/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,34.0,30.8,23.3,65.8,16.6,158.75,0.0
03/06/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,34.7,32.5,24.3,62.64,22.3,170.0,0.0
03/07/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,29.0,34.4,31.8,23.8,63.33,18.4,178.83,0.0
03/08/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,30.0,29.0,24.5,77.04,18.4,140.0,0.0
03/09/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,35.2,32.5,23.7,61.29,14.8,168.75,0.0
03/10/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,33.0,30.4,24.1,70.11,18.4,158.75,0.0
03/11/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,35.3,33.0,23.6,59.05,18.4,175.1,0.0
03/12/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,35.3,31.8,23.7,63.28,16.6,174.67,0.0
03/13/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,29.0,31.0,30.0,24.0,70.42,18.4,185.0,0.0
03/14/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,29.0,35.3,32.9,22.5,55.35,24.1,184.38,0.0
03/15/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,33.0,30.7,23.6,67.17,18.4,183.5,0.0
03/16/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,29.0,35.8,33.3,23.9,58.74,20.5,183.6,0.0
03/17/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,29.0,35.6,32.2,24.0,62.92,18.4,185.0,0.0
03/18/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,29.0,30.0,29.5,25.0,76.84,18.4,160.0,0.0
03/19/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,35.0,32.2,24.3,64.1,18.4,161.75,0.0
03/20/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,32.0,29.8,25.3,77.39,13.0,158.5,0.0
03/21/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,29.0,35.0,32.5,25.1,65.61,18.4,166.5,0.0
03/22/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,27.0,31.6,29.4,23.6,71.25,13.0,119.6,18.2
03/23/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,28.0,30.0,29.0,24.5,76.77,14.8,160.0,0.0
03/24/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,33.0,29.6,23.7,71.2,20.5,145.5,0.0
03/25/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,30.0,28.1,21.3,67.23,18.4,111.75,0.0
03/26/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,25.0,32.5,30.1,22.0,62.77,16.6,70.8,0.0
03/27/2015,Ratchaburi Rice Seed Center 1,14.152,100.084,26.0,32.7,29.8,21.5,61.91,14.8,139.33,0.0
